imdb_id,imdb_rating,average rating calculated after normalisation
tt2979920,5.7,3.373630767
tt3043252,7.6,1.522111038
tt3148502,7.2,4.223999834
tt3159708,4.2,2.444166653
tt3255586,3.9,1.523476254
tt3337550,7.6,3.004714155
tt3368222,7,2.734444484
tt3398048,4.1,2.420952298
tt3422462,4.6,1.796920522
tt3447364,7.6,4.480380836
tt3449292,8,4.741904845
tt3469244,5.8,3.412563593
tt3477214,6.2,3.663412578
tt3483612,6.7,2.65527366
tt3495030,7.5,4.400000059
tt3547616,3.8,2.228428499
tt3595298,4.6,2.726777628
tt3619710,5.1,3.000297486
tt3666258,6.5,1.301805744
tt3678782,7.4,4.379801712
tt3679000,5.5,3.308948355
tt3693936,7.2,1.396285643
tt3696192,5.1,1.961071405
tt3735246,7.2,4.274571243
tt3742284,7.2,4.261428403
tt3767372,7.6,2.968825277
tt3797478,7.3,1.389607184
tt3802576,6.5,3.898710365
tt3836958,6.8,1.361888895
tt3848892,8,3.104762021
tt3848938,3.7,2.182559569
tt3863552,8,4.678412778
tt3886444,4,2.420476242
tt3948240,3.8,0.723357152
tt4007558,3.6,2.111999919
tt4023852,4.3,2.509527885
tt4024944,6.3,3.706
tt4088588,8,1.602222268
tt4094820,5.3,1.008892816
tt4107858,6,3.508809508
tt4110568,6.8,3.989333457
tt4117066,7.2,2.791999868
tt4271730,3.7,0.772595252
tt4272420,2.5,0.976587252
tt4302956,5.7,1.085035597
tt4309284,6.6,3.935642784
tt4323504,5.8,3.432817571
tt4332114,4.6,1.777388784
tt4333674,7,2.704722273
tt4335698,2.3,0.911511915
tt4338154,5.5,2.183194562
tt4354740,6.2,1.180214198
tt4355892,2.7,0.540750083
tt4373886,5.1,3.019523703
tt4384270,7.8,1.562166701
tt4386684,5.9,3.502773958
tt4430136,7.3,4.282666742
tt4430212,8.2,4.912841046
tt4467202,3.6,2.133999897
tt4467262,4.9,2.874666721
tt4500734,3.7,2.188138936
tt4501576,2.6,0.520722212
tt4511416,4.6,1.777388784
tt4512230,3.3,1.929845192
tt4513812,7.5,2.977083299
tt4535650,5.2,3.018888788
tt4541102,4.9,1.914111134
tt4556848,5.1,2.021178544
tt4565796,4.9,2.888666714
tt4581032,5.3,2.100230219
tt4581722,6.7,2.68478556
tt4594848,6.9,1.381916775
tt4610308,4.9,0.96055551
tt4635372,8.1,1.622250076
tt4651394,3.9,1.506916743
tt4654760,5.3,2.070365126
tt4671212,3,0.626428562
tt4684028,5.3,2.070365126
tt4707940,5.4,3.175285752
tt4760750,4.1,1.616896784
tt4760900,7,1.401944442
tt4818930,7.2,1.441999926
tt4844708,7.4,1.482055566
tt4853926,4.7,0.894678549
tt4859310,4.1,1.584194409
tt4865436,4.5,1.773928571
tt4897908,4.2,0.841166701
tt4916048,6.8,1.361888895
tt4921860,6.8,4.017666811
tt4934950,8.2,4.912841046
tt4949324,6.9,2.695381006
tt4994210,5.4,1.048499965
tt4995402,5.1,0.970821574
tt5005684,8.4,3.364333303
tt5021968,7,1.372222252
tt5052972,5.6,1.097777748
tt5121000,7.8,3.096166686
tt5151622,3.7,0.718416664
tt5207116,5.5,3.287559455
tt0403935,3.2,1.241904812
tt0839742,7.2,1.441999926
tt1188982,5.2,2.051111073
tt1867064,6.8,1.361888895
tt2063745,7.4,4.42972233
tt2191164,7.5,4.437202442
tt2208248,2.7,0.563785791
tt2216852,5.2,2.009222184
tt2283894,6.5,1.283234312
tt2309764,5.7,2.248333192
tt2317135,4.6,1.809880832
tt2338151,8.1,4.78575028
tt2372222,5.3,2.037976245
tt2372678,6.9,4.048000027
tt2392447,5.7,3.372273651
tt2429930,5.6,3.369333339
tt2461132,5.1,3.00495225
tt2556308,7.2,2.79428557
tt2573750,6.1,2.406110939
tt2574698,2.3,1.358095225
tt2609218,3.8,0.793476188
tt2612924,5.3,1.008892816
tt2630076,4.7,2.777103068
tt2675978,7.1,4.165333149
tt2679480,7.2,2.781999878
tt2691010,2.7,1.648392843
tt2727028,5,2.933333386
tt2762334,5.2,3.018888788
tt2767712,4.7,0.941305494
tt2871010,5.5,2.148492183
tt2876408,3.6,2.109428467
tt2905838,5.5,3.191745972
tt2907156,5.1,2.021178544
tt2929690,7.2,1.441999926
tt2951576,4.1,2.405333248
tt2963974,5.7,3.342642677
tt2976176,8,1.602222268
tt2978626,4.5,1.730357144
tt2980794,7.6,4.512349083
tt2998196,5.4,2.086499988
tt3001638,6.8,4.019555681
tt3017412,5.4,2.086499988
tt3019620,7.6,4.471634776
tt3021244,6.4,2.522920791
tt3036740,1.8,0.342642913
tt3038772,4.3,2.556964392
tt3056632,7.3,2.89769449
tt3142232,5.3,2.068051626
tt3142688,5.8,3.401285831
tt3166542,6.8,4.009841393
tt3169676,3.5,2.058194444
tt3173910,6.8,2.627444518
tt3175038,6.4,3.787936616
tt3290688,4.6,2.676944307
tt3302962,5.6,2.163777745
tt3303416,6.1,1.221694256
tt3309844,4.8,1.854666766
tt3334348,5.2,3.102047529
tt3359290,5.5,3.215099167
tt3369670,6.7,4.010694263
tt3380264,4.3,2.539047723
tt3382148,2.7,1.070035721
tt3390572,8.1,4.794107403
tt3398052,6.1,3.578666532
tt3426144,6.8,3.989333457
tt3449320,4.9,1.973416698
tt3465488,2.8,1.092555554
tt3483596,3.4,1.328158704
tt3483646,5.5,3.226666618
tt3483712,6.1,2.387229999
tt3495000,7.3,4.320615184
tt3501994,7.4,4.483460458
tt3514330,5.1,1.021416803
tt3524410,3.8,1.484412646
tt3531604,3.6,1.436999973
tt3531852,6.7,3.958583143
tt3539966,5.2,2.018095171
tt3554418,6.4,2.47288905
tt3565354,4.3,0.833892989
tt3585758,6.5,3.865178628
tt3619772,4.4,1.734507963
tt3619854,3.1,1.863936424
tt3636776,6.3,2.49075
tt3640942,5.6,2.208888875
tt3645014,3.2,0.620571439
tt3672618,6.2,1.180214198
tt3678938,6,3.51999999
tt3681414,6.2,1.241722136
tt3683702,4.7,1.852769722
tt3709344,7.3,2.87770638
tt3716142,4.9,1.893305588
tt3717068,7.7,1.542138941
tt3720634,5.4,2.186142847
tt3794302,6.2,1.294618932
tt3796006,5.7,3.353047438
tt3814100,6.2,2.471388789
tt3822600,5.5,2.125139008
tt3847072,6.1,1.161178378
tt3848888,5,0.951785662
tt3854246,5,1.001388867
tt3877652,4.2,0.815500028
tt3881136,5.3,2.047861171
tt3893476,5.7,1.106749892
tt4010306,4.9,0.981361059
tt4045666,5.8,2.2410556
tt4087770,3.8,0.723357152
tt4190220,6.5,1.237321622
tt4219300,4.5,0.856607087
tt4228746,4.4,1.721936528
tt1375789,5.3,3.103234201
tt1833673,5.4,2.09571428
tt1855268,5.5,3.297162658
tt1891884,4.6,2.722579249
tt1986040,3.8,1.46827772
tt2066062,2.4,1.410285734
tt2094854,6.1,3.600452236
tt2100543,3,1.159166653
tt2106537,5.6,2.187555532
tt2112124,6,2.307142825
tt2171454,3.5,2.049305545
tt2178470,7.1,4.181674411
tt2198235,6.5,3.847123082
tt2199711,8.2,3.182380798
tt2203308,7,4.223055597
tt2213054,7.6,3.082825271
tt2215163,4.4,1.743761921
tt2215477,6.4,3.80571442
tt2222716,5.4,2.086499988
tt2224313,6.8,1.361888895
tt2224317,7.3,2.893059561
tt2229842,7.1,2.767027556
tt2229848,5.4,2.109428564
tt2246724,5.8,3.373896934
tt2275794,5,2.933333386
tt2275802,5.9,1.181638969
tt2318401,6.1,2.387229999
tt2323964,6.4,3.754666787
tt2334779,6.6,2.643142825
tt2337292,6.7,3.916575218
tt2341766,5.8,1.104071417
tt2344678,1.7,0.653690534
tt2350496,7.8,3.091214308
tt2356180,8.2,4.938872803
tt2357926,5.6,3.306666655
tt2359810,7.6,3.011952266
tt2362778,6.8,4.024682667
tt2375567,1.9,1.135702355
tt2377938,8,4.733015935
tt2385104,7.2,2.79428557
tt2389486,6.8,2.723508018
tt2401719,5.9,3.489194587
tt2404187,7.8,3.091214308
tt2404519,3.6,2.163714199
tt2406676,5.7,3.412987915
tt2423132,6.2,2.457118946
tt2429640,4.9,2.918611161
tt2436516,6.6,3.830095158
tt2437954,5.7,2.248333192
tt2438764,2.8,1.109666673
tt2476154,4.3,2.522666767
tt2551378,5,2.959325448
tt2554042,6.7,1.299321351
tt2571140,5.1,0.990250132
tt2613942,5.9,1.144178649
tt2615584,4.8,1.845714381
tt2621000,7.5,2.929761869
tt2622130,5.3,3.076944532
tt2624852,7.5,3.003869048
tt2658126,6.1,2.367380787
tt2699840,5.7,1.141583225
tt2706264,5.1,2.011666626
tt2708550,6.8,1.361888895
tt2796318,6.1,2.34414269
tt2797242,6.7,1.341861031
tt2804026,6.5,3.824424653
tt2806788,6.9,4.048000027
tt2814372,5.6,2.187555532
tt2848824,5.3,3.098186608
tt2855648,7.7,4.530472158
tt2857500,7.1,2.77350773
tt2861320,4,1.538095223
tt2882328,8.1,4.852928826
tt2912578,6.5,2.562341362
tt2929840,2.7,1.054714291
tt2932606,7.3,1.462027806
tt2941856,5.1,3.018511814
tt2976172,6.3,3.7185
tt2988272,5.7,2.258964152
tt3005850,4.3,0.818535844
tt3044882,3.2,1.261460351
tt3059106,5.9,3.492004107
tt3129282,5.5,2.141944563
tt3177332,4.3,0.897881076
tt3261022,6.6,1.321833345
tt3309662,2,0.768571416
tt3311236,5.2,1.041444434
tt3322420,8.2,3.203206186
tt3324810,6.8,1.366206353
tt3357416,5.1,2.990785597
tt3431714,4.8,1.90533343
tt3614516,8,3.125079481
tt3766798,6.3,1.26175
tt1127220,4,0.761428503
tt1172587,5.7,3.37182124
tt1286766,5.7,3.343547449
tt1395025,5.1,2.977833211
tt1563732,5.2,1.008428542
tt1620933,8.2,4.823682315
tt1629715,6.3,3.7405
tt1703958,5.7,3.343999831
tt1706317,3.9,2.308273921
tt1728986,5.5,2.114881066
tt1773764,8,1.602222268
tt1784589,4.1,2.40061498
tt1785333,7.2,4.273428397
tt1787988,7.2,4.313714113
tt1821480,8.1,3.202393074
tt1849718,6.9,2.721666711
tt1918886,2.4,1.413333364
tt1941638,7.1,4.165333149
tt1949548,5.1,1.021416803
tt1954470,8.2,4.771944228
tt1954470,8.2,4.771944228
tt1956433,5.6,2.176666666
tt1971365,3.9,2.330869176
tt1980986,5.2,3.030857055
tt2016894,5.5,3.212698335
tt2027138,5,0.951785662
tt2072227,7.2,4.267999832
tt2082197,8.1,4.752000271
tt2112131,4.9,1.884166701
tt2122340,6.4,3.781587441
tt2126282,5.9,2.338226314
tt2130242,5.8,3.402666764
tt2158633,4.3,0.833892989
tt2164702,4.7,0.921349163
tt2168910,6.3,3.696
tt2172071,5.4,3.168000007
tt2175671,2.2,0.459381022
tt2176013,6.7,2.65527366
tt2178508,4,1.538095223
tt2181831,8.3,4.933230242
tt2181931,7.8,4.608809564
tt2184125,6.1,2.365444284
tt2185084,6.2,2.395611002
tt2186731,3.2,1.873650843
tt2187972,4.2,0.823333363
tt2188805,6.2,2.444079267
tt2188811,5.5,2.125139008
tt2188893,5.7,1.141583225
tt2191641,4.1,1.584194409
tt2191721,3.5,2.046527787
tt2196638,7.5,1.476190324
tt2211133,2.7,1.052892856
tt2222550,4.8,2.90457153
tt2232524,3.5,0.666250002
tt2243336,5.8,1.150103151
tt2246595,5.1,3.000702253
tt2251552,6,1.142142747
tt2255934,4.3,1.661472314
tt2256514,3.7,1.447992102
tt2265191,7.2,1.370571364
tt2283748,8.2,4.844833135
tt2292625,6.8,4.000936649
tt2294685,6,1.201666589
tt2308773,6.5,3.838095291
tt2309987,5.3,2.089293702
tt2317103,6.5,3.896904818
tt2317337,7.8,3.013833346
tt2321492,6.3,3.7225
tt2327389,5.5,1.046964438
tt2339549,4.9,2.900138934
tt2346744,4.5,1.754821423
tt2347289,4.1,0.803730088
tt2354407,4.7,2.757333229
tt2356959,4.2,1.62283333
tt2367056,6.3,2.461
tt2378057,5.5,3.322916604
tt2387495,7.2,4.333999819
tt2402131,4.2,2.450999982
tt2402745,6.9,1.381642971
tt2404027,6.8,4.017936648
tt2406636,2.5,1.510416681
tt2408040,6.4,2.545269985
tt2417560,7.3,1.389607184
tt3431756,3.1,0.601178561
tt1285241,7.1,4.157162521
tt1363125,2.5,0.976587252
tt1363363,1.7,0.986539694
tt1368453,6.3,2.4835
tt1465488,3.6,1.406285688
tt1503640,4,2.346666714
tt1512220,5.3,3.116694542
tt1535467,5.6,2.271555537
tt1562871,4.6,2.705968148
tt1562872,8.1,3.164143055
tt1605790,4,1.55984128
tt1618430,6.2,3.669563374
tt1627924,4.7,2.798364979
tt1629376,6.1,3.633372882
tt1630282,4.9,2.865527823
tt1666184,5.2,3.050666581
tt1667076,4.6,1.796920522
tt1694542,6.7,3.930666497
tt1695793,5.4,2.14007141
tt1696191,5.4,3.168000007
tt1704680,5.7,2.226618904
tt1720254,4.6,0.875642797
tt1727496,5.7,3.343999831
tt1728239,3.8,2.234611031
tt1729637,4.6,2.670555441
tt1734110,7.2,4.279428393
tt1736552,5.7,3.397154596
tt1740710,5.8,3.402436616
tt1772872,5.1,3.018511814
tt1773109,5.6,3.274888898
tt1801521,5.8,2.286396881
tt1809399,6.1,2.382872846
tt1814619,3.7,1.466345278
tt1821692,3.9,2.294654876
tt1825655,6.5,2.563888972
tt1825801,5.1,3.018511814
tt1826051,5.1,2.021178544
tt1826763,5.4,3.141214312
tt1828289,7,4.143055596
tt1830786,2.9,1.687638917
tt1836912,7.2,4.261428403
tt1839596,7.7,4.645361023
tt1841542,7.4,4.372460446
tt1847736,6,1.176190368
tt1848771,6.2,1.241722136
tt1867070,4.3,1.679730251
tt1869296,5.6,3.278888901
tt1877691,5.7,3.343999831
tt1883121,7.2,4.288571265
tt1884268,6.8,2.656317527
tt1886663,5.5,3.249801511
tt1887763,6.2,3.745833215
tt1887817,5.6,3.308888896
tt1890513,4.9,2.991527825
tt1900937,5.8,3.375277883
tt1907761,7.8,4.608809564
tt1918965,6.2,3.740174466
tt1926313,7.7,4.517333274
tt1934231,7.5,4.364583379
tt1937092,4,2.352222247
tt1939654,4.7,1.835983996
tt1942905,4.3,0.861194556
tt1947973,3.9,2.269583439
tt1948047,2.3,1.34933329
tt1948150,6.7,2.642777629
tt1954206,6.6,2.619833297
tt1954598,5.9,3.461333477
tt1961530,2.5,1.479662713
tt1980970,2.6,1.556388833
tt1985981,5.7,2.226618904
tt1992138,6.4,2.483809676
tt1999935,5,2.958134964
tt2012576,7.3,1.462027806
tt2023645,5.3,3.168012
tt2032530,5.7,3.373630767
tt2033947,4.4,2.62184133
tt2034011,3.7,2.175805597
tt2057441,6.9,2.666083373
tt2066925,5.5,2.148492183
tt2073070,7.2,4.261428403
tt2104937,3,1.759999962
tt2112978,5.4,2.14007141
tt2156785,7.3,1.462027806
tt0443331,4.1,1.624868999
tt0988655,4.6,2.783547507
tt1124386,3.9,0.781083358
tt1182884,4.2,2.464000011
tt1183917,4.1,2.425670541
tt1183944,4.6,1.823023717
tt1185412,4.6,2.715095129
tt1188996,8,1.602222268
tt1189006,4.2,2.481666653
tt1191118,2.7,1.054714291
tt1191130,6.4,3.786412834
tt1194232,3.8,2.245166576
tt1194236,4.9,1.96252779
tt1198101,6,3.542857123
tt1227524,7.1,1.421972062
tt1244093,2.9,1.738388913
tt1279105,3.4,2.006809504
tt1285245,6.4,3.838730283
tt1292642,6.2,3.669563374
tt1309561,5,2.941865133
tt1319716,5.3,3.131416761
tt1322257,6.1,3.578666532
tt1334470,5.4,3.187285715
tt1345777,7.3,4.282666742
tt1351224,4.6,1.777388784
tt1373156,7,4.16944447
tt1388903,6.6,3.899499936
tt1392744,4.7,2.797991936
tt1395054,7.4,4.379801712
tt1396208,4.2,2.455666675
tt1425618,3.4,2.025158711
tt1431122,4.2,2.444166653
tt1433810,7,1.401944442
tt1438298,7.4,1.482055566
tt1442583,5.7,2.226618904
tt1447508,7.4,2.890698499
tt1451797,6.9,4.109880967
tt1455811,5.6,3.293111115
tt1455816,4.2,2.462833329
tt1465493,4.7,2.776916551
tt1471247,7.5,2.956547606
tt1499201,5.8,3.416015984
tt1558578,5.9,3.492004107
tt1572311,2.5,0.969444414
tt1573072,5.3,1.008892816
tt1573482,7,4.143055596
tt1578261,5.2,3.050666581
tt1594964,4.8,2.840952497
tt1596723,3.5,2.13680557
tt1600439,5.5,3.303492013
tt1605778,5.2,2.031301524
tt1606162,6.1,3.589075248
tt1606267,5.2,3.070476109
tt1607607,4.8,0.961333403
tt1608768,6.8,2.704349267
tt1608777,7.1,4.175194266
tt1609147,7.3,4.35219058
tt1610418,3.5,1.367222221
tt1610452,7.2,4.223999834
tt1612573,4.3,2.625218355
tt1612611,3.2,1.95365087
tt1620620,7.6,3.011952266
tt1620719,6.3,2.4225
tt1620907,6.2,2.421936402
tt1620971,5.7,1.141583225
tt1629241,6,3.566666655
tt1629260,3.5,2.065833345
tt1629295,6.9,1.381916775
tt1629391,7.2,2.812571299
tt1629424,2.7,1.608857138
tt1630613,6.6,3.906309453
